Table 1.  Disease-modifying drugs in independent trials involving more than 1 neurodegenerative disorder.,,,,,,,,,,,,
Drug,Trial,Phase,Diagnosis,Number of Participants,Duration of Trial,Primary Outcome(s),Biomarker Outcome(s),Year Registered,Status,,,
,NCT02103894,P1,"PD, PSP, AD, CTE",16,2 years,Brain uptake of [18F]T807 ([18F]MNI-777),,2014,2016; Completed,,,
,NCT01703702,P4,AD,641,Baseline and 3 m,Change in Patient Management: Individual Categories; Change in Caregiver Self-efficacy; Change in Patient Management: Advice/Counseling; Change in Diagnostic Confidence; Change in Patient's Clinical Diagnosis; Change in ADAS-Cog 11 Total Score; Clinical and Diagnostic Change in Patient Management,,2012,2016; Completed,,,
,NCT02051790,P4,AD,241,Scan acquired 50-60 minutes post injection,Agreement Between Expert Panel and Clinical Practice Reads,,2014,2015; Completed,,,
,NCT02107599,P4,AD,96,Scan acquired 50-60 minutes post injection,Change in Scan Interpretation Reliability After Application of Quantitation Software; Change in Reader Accuracy After Application of Quantitation Software,,2014,2015; Completed,,,
,NCT01946243,P4,AD,96,Scan acquired 50-60 min post-injection,"Change in Reliability (MIMNeuro Software); Change in Total Accuracy (MIMNeuro Software, All Readers); Change in Total Accuracy (Siemens Syngo.PET Software, Experimental Arm All Readers); Change in Total Accuracy (Siemens Syngo.PET Software, Experimental Arm Low Accuracy Readers); Change in Reliability (Siemens Syngo.PET Software); Change in Total Accuracy (MIMNeuro Software, Low Accuracy Readers)",,2013,2015; Completed,,,
,NCT02029547,N/A,AD,0,Scan acquired 50-60 minutes post-injection,Inter Rater Reliability; Percent Agreement with Expert Panel; Change in inter reader reliability after application of quantitation software; Change in agreement with expert panel,,2014,2014; Withdrawn,,,
,NCT01890343,P2,"FTDLD, AD",34,50-60 minutes after injection,Quantitative Amyloid Image Assessment; Qualitative Amyloid Image Assessment,,2013,2014; Completed,,,
,NCT01660815,P1,AD,7,0-360 minutes,Whole Body Radiation Dosimetry,,2012,2013; Completed,,,
,NCT01662882,P2/P3,"MCI, AD",48,50-60 min after injection,Mean Cortical to Cerebellum SUVR; Qualitative Amyloid Image Assessment,,2012,2013; Completed,,,
,NCT00857506,P2,"MCI, AD",152,Baseline and 36 m,Correlation of Change in ADAS-Cog and SUVR; Covariate Adjusted Psychometric Score Change; Cognitive Decline in CN and AD Subjects; Change in ADAS-Cog in CN and AD Subjects; Cognitive Decline in MCI Subjects; Change in ADAS-Cog for MCI Subjects,,2009,2013; Completed,,,
,NCT00857532,P2,PD,31,50-60 min after injection,Correlation of Florbetapir SUVR With CSF Biomarker Values; Correlation Between Global Amyloid Burden and Clinical Measures of Cognitive Decline.; Mean Cortical Amyloid Burden,,2009,2013; Completed,,,
,NCT00855868,P2,AD,28,28 d,Differences in Standard Uptake Value Ratio (SUVR) for Frontal Cortex/Cerebellum and Whole Brain/Cerebellum of the Positron Emission Tomography (PET) Scan With [18F]-AV-45 for Probable Alzheimer's Disease (AD) Versus Cognitively Normal Subjects.,,2009,2012; Completed,,,
,NCT01565382,N/A,AD,40,50-60 min after injection,Overall Inter-reader Agreement - Fleiss' Kappa; Inter-reader Agreement - Median Kappa Statistic,,2012,2012; Completed,,,
,NCT01565330,P1,AD,20,0-90 min after injection,Mean Cortical to Cerebellum SUVR; Florbetapir-PET Scan Quality,,2012,2012; Completed,,,
,NCT01550549,N/A,"AD, MCI",151,Baseline scan,Individual Reader Results (Autopsy Within 1 Year of Scan); Individual Reader Results (All Scans With Autopsy); Median Sensitivity and Specificity vs. CERAD Diagnosis; Inter-reader Reliability; Specificity of Florbetapir-PET to Detect no or Sparse Beta-amyloid Neuritic Plaques (Probable/Definite Alzheimer's Disease); Sensitivity of Florbetapir-PET to Detect Moderate to Frequent Beta-amyloid Neuritic Plaques (Probable/Definite Alzheimer's Disease); Inter-rater Reliability,,2012,2012; Completed,,,
,NCT01565356,N/A,AD,41,Scans acquired 30-40 min and 50-60 min post-injection,Agreement of Interpretation Between 30-40 and 50-60 Min Reads - Semi-quantitative Evaluation; Percent Agreement of Interpretation Between 30-40 and 50-60 Min Reads - Qualitative Evaluation,,2012,2012; Completed,,,
,NCT01565369,N/A,AD,35,50-60 min after injection,Inter-reader Agreement; Specificity of Florbetapir PET Scans to Detect Moderate to Frequent Amyloid Plaque; Sensitivity of Florbetapir PET Scans to Detect Moderate to Frequent Amyloid Plaque,,2012,2012; Completed,,,
,NCT00857415,P3,AD,226,at autopsy up to 12 m post-scan,Regional Correlation Analysis; Specificity Analysis; Correlation of Florbetapir-PET Image and Amyloid Plaque Density,,2009,2012; Completed,,,
,NCT01447719,P3,AD,110,at autopsy within 24 m of florbetapir PET scan,Median Sensitivity and Specificity vs. CERAD Diagnosis; Individual Reader Results (Autopsy Within 1 Year of Scan); Individual Reader Results (All Scans With Autopsy); Specificity Analysis in Subjects With Autopsy Within 1 Year of Scan; Sensitivity Analysis in Subjects With Autopsy Within 1 Year of Scan; Correlation of Florbetapir-PET Image and Amyloid Plaque Density; Specificity Analysis in All Autopsy Population; Sensitivity Analysis in All Autopsy Population,,2011,2012; Completed,,,
,NCT01564706,P1,AD,9,0-380 min after injection,Whole Body Radiation Dosimetry,,2012,2012; Completed,,,
,NCT01565291,Early P1,AD,32,50-60 min after injection,Mean Cortical to Cerebellum SUVR; Precuneus to Cerebellum SUVR,,2012,2012; Completed,,,
,NCT00702143,P2,"MCI, AD",184,50-60 min after injection,Mean Cortical to Cerebellum SUVR; Proportion of Positive Florbetapir-PET Scans; Qualitative Amyloid Image Assessment,,2008,2012; Completed,,,
,NCT01565343,P1,AD,25,50-70 min after injection,Mean Cortical to Cerebellum SUVR,,2012,2012; Completed,,,
Tacrolimus,NCT04263519,P2,"AD, MCI",12,"Baseline, 4 w, 8 w and 12 w","CSF biomarkers of target engagement, AD pathology, and neurodegeneration; Blood biomarkers of target engagement, AD pathology, and neurodegeneration.; Structural neuroimaging of Hippocampal volume.; Functional neuroimaging of default mode network connectivity.; Electroencephalograms (EEG) spectral power; Montreal Cognitive Assessment (MoCA); Neuropsychiatric Inventory Questionnaire (NPIQ); Functional Activities Questionnaire (FAQ); Repeated Battery for the Assessment of Neuropsychological Status",,2020,2020; Not yet recruiting,,,
,NCT01884571,P2,ALS,31,"Pre-Treatment Period (2 m prior to the start of treatment), Treatment Period (Day 1 and Months 1, 2, 4, 6), Post-Treatment Period (Months 8 and 12)",Collection of Blood for Future Analysis of Peripheral Blood Mononuclear Cells (PBMCs); Collection of Cerebrospinal Fluid for Future Analysis of Cytokine Levels; Mean Rate of Change of T-cell Subsets in Blood Treatment Compared to Pre-Treatment; Mean Rate of Change in Grip Strength Treatment Compared to Pre-Treatment; Mean Rate of Change of Hand-Held Dynamometry (HHD) During Treatment Compared to Pre-Treatment; Mean Rate of Change of Slow Vital Capacity (SVC) During Treatment Compared to Pre-Treatment; Mean Rate of Change of ALSFRS-R Scores During Treatment Compared to Pre-Treatment; Number of Participants With an Average Increase in ALSFRS-R Score of One Point Per Month,,2013,2017; Completed,,,
lithium carbonate,NCT00790582,P2,ALS,109,"Screen, Baseline, Month 1,3,6,9,12",Vital Capacity; Change in Monthly Rate of Decline in ALSFRS-R (Amyotrophic Lateral Sclerosis Functional Rating Score - Revised),,2008,2020; Completed,,,
,NCT02129348,P2,AD,77,"Week 0, Week 12","Clinical Global Impression (CGI) Behavior; Change in Neuropsychiatric Inventory (NPI) Agitation/Aggression domain score; Change in NPI core score defined as sum score of NPI domains of agitation/aggression, delusions and hallucinations, with response defined as ≥ 30% in this score and a CGI Behavior change score of 1 or 2 (much or very much improved).; Young Mania Rating Scale; Treatment Emergent Signs and Symptoms (TESS); Simpson-Angus Scale; Basic Activities of Daily Living (BADL); Zarit Caregiver Burden Interview; Clinical Dementia Rating Scale (CDR); Folstein Mini-Mental Status Exam; Severe Impairment Battery",,2014,2020; Completed,,,
Liraglutide,NCT02953665,P2,PD,63,every visit up to 58 w,Motor Function; Non-Motor Function; Cognitive Function; Peripheral Insulin Resistance; Total MDS-UPDRS; Functional status and quality of life; Adverse events frequency,,2016,"2020; Active, not recruiting",,,
,NCT01843075,P2,AD,204,12 m,"The change in cerebral glucose metabolic rate; The change in z-scores for the ADAS Exec, MRI changes, microglial activation, and CSF markers; The incidence and severity of treatment emergent adverse events; The change in microglial activation; The change in tau deposition; The change in cortical amyloid",,2013,"2019; Active, not recruiting",,,
,NCT01469351,N/A,AD,34,PIB PET-scan at baseline and after 26 w,Neuro-psychological tests; FDG PET Scan; PIB PET scan,,2011,2013; Completed,,,
TRx0237,NCT03539380,,AD,,,,,2018,2020; Available,,,
,NCT01626378,P3,FTDLD,220,52 w,Change from Baseline on Frontotemporal Dementia Rating Scale (FRS); Change from Baseline on Addenbrooke's Cognitive Examination - Revised (ACE-R); Change from Baseline on Functional Activities Questionnaire (FAQ); Change from Baseline on whole brain volume (assessed by brain MRI); Change from Baseline on Unified Parkinson's Disease Rating Scale (UPDRS Parts II and III); Change from Baseline on Modified Alzheimer's Disease Cooperative Study - Clinical Global Impression of Change (modified ADCS-CGIC); Number of study participants who tolerate oral doses of TRx0237 as determined by safety parameter changes; Early effect on modified ADCS-CGIC (change from Baseline); Change from Baseline on the rate of atrophy in frontal and temporal lobes as well as ventricular volume (assessed by brain MRI); Change from Baseline on Mini-Mental Status Examination (MMSE); Change from Baseline on Addenbrooke's Cognitive Examination-III (ACE-III); Determine the effect of TRx0237 in subjects with known genetic mutations associated with bvFTD,,2012,2018; Completed,,,
,NCT01626391,P2,AD,9,8 w,Safety and Tolerability of TRx0237 When Coadministered With an Acetylcholinesterase Inhibitor (AChEI) and/or Memantine,,2012,2014; Terminated,,,
Victoza,NCT02953665,P2,PD,63,every visit up to 58 w,Motor Function; Non-Motor Function; Cognitive Function; Peripheral Insulin Resistance; Total MDS-UPDRS; Functional status and quality of life; Adverse events frequency,,2016,"2020; Active, not recruiting",,,
,NCT01843075,P2,AD,204,12 m,"The change in cerebral glucose metabolic rate; The change in z-scores for the ADAS Exec, MRI changes, microglial activation, and CSF markers; The incidence and severity of treatment emergent adverse events; The change in microglial activation; The change in tau deposition; The change in cortical amyloid",,2013,"2019; Active, not recruiting",,,
Caffeine,NCT04570085,P3,AD,248,30 w after randomization,Changes in NTB scores; Caffeine treatment effect on MMSE score; Caffeine treatment effect on NTB subscores; Caffeine treatment effect on TAP scores; Caffeine treatment effect on Epworth score; Caffeine treatment effect on DAD-6 score; Caffeine treatment effect on QoL-AD score; Caffeine treatment effect on CGIC score; Caffeine treatment effect on Zarit score; persistent effect of caffeine treatment on MMSE score after a 6 weeks wash out period; persistent effect of caffeine treatment on NTB subscores after a 6 weeks wash out period; persistent effect of caffeine treatment on TAP scores after a 6 weeks wash out period; persistent effect of caffeine treatment on Epworth score after a 6 weeks wash out period; persistent effect of caffeine treatment on DAD-6 score after a 6 weeks wash out period; persistent effect of caffeine treatment on QoL-AD score after a 6 weeks wash out period; persistent effect of caffeine treatment on Zarit score after a 6 weeks wash out period; Caffeine effect heterogeneity: impact of AD treatment; Caffeine effect heterogeneity: impact of ApoE4 status; Caffeine effect heterogeneity: impact of caffeine metabolism speed; Caffeine effect heterogeneity: impact of gender; Caffeine safety profile: NPI scores; Caffeine safety profile: heart beat; Caffeine safety profile: blood pressure; Caffeine and its derivatives concentrations in blood samples,,2020,2020; Not yet recruiting,,,
,NCT02655614,P1,ALS,54,From Day -1 up to 28 d after last dose,Percentage of Participants With Clinically Significant Laboratory Abnormalities; Percentage of Participants With Clinically Significant Vital Signs Abnormalities; Percentage of Participants With Adverse Events (AEs); Percentage of Participants With Clinically Significant Electrocardiogram (ECG) Abnormalities; Percentage of Participants With Clinically Significant Abnormalities in Physical Examination Findings; Maximum Plasma Concentration (Cmax) of GDC-0134; Time to Maximum Plasma Concentration (tmax) of GDC-0134; Area Under the Plasma Concentration Versus Time Curve (AUC) of GDC-0134; Apparent Clearance (CL/F) of GDC-0134; Apparent Terminal Volume of Distribution (Vz/F) of GDC-0134; Apparent Terminal Half-Life (t1/2) of GDC-0134; PK-Dose Proportionality of GDC-0134 as Assessed With Cmax and AUC; Accumulation Ratio of GDC-0134; Dose Normalized Cmax (Cmax/Dose) of GDC-0134; Dose Normalized AUC (AUC/Dose) of GDC-0134; t1/2 of Midazolam; t1/2 of 1-Hydroxymidazolam (Metabolite of Midazolam); t1/2 of Caffeine; t1/2 of Paraxanthine (Metabolite of Caffeine),,2016,2020; Completed,,,
,NCT03970798,P1,PD,50,Starting 24 or 48 hours before intake of the index substrates and continued until 8 d after the last dose of KW-6356,Geometric mean ratio of the major pharmacokinetic parameter (AUC0-t) of the index substrates in combination with or without KW-6356; Geometric mean ratio of the major pharmacokinetic parameters (Cmax) of the index substrates in combination with or without KW-6356; Geometric mean ratio of the major pharmacokinetic parameters (AUC0-∞) of the index substrates in combination with or without KW-6356; Pharmacokinetic parameters (tmax) of the index substrates; Pharmacokinetic parameters (CL/F) of the index substrates; Pharmacokinetic parameters (Vz/F) of the index substrates; Pharmacokinetic parameters (t1/2) of the index substrates; Plasma concentrations of the index substrates; Plasma concentrations of KW-6356; Incidence of treatment-emergent adverse events,,2019,2019; Completed,,,
,NCT01738178,P3,PD,119,every 6 motnhs,"Motor manifestations associated with Parkinson's disease; MDS-UPDRS components and subscales - each individual component will be assessed, including:; Cognition; Sleep; Quality of life; Medication utilization; Tolerability and side effects of caffeine",,2012,2017; Completed,,,
