Table 9.  All Intervention Matches in independent trials involving more than 1 neurodegenerative disorder.,,,,,,,,,,,,,
Drug,Trial,Phase,Diagnosis,Number of Participants,Duration of Trial,Primary Outcome(s),Biomarker Outcome(s),Year Registered,Status,,,,
,NCT01491932,P2,PD,129,Monitored for the duration of the study (anticipated to be an average of 3 years),"Incidence rate of adverse events including serious adverse events; Severity of adverse events including serious adverse events; Change in vital signs from baseline to Weeks 1, 2, 4, 8, 12, Months 6, 9, 12, every 6 months thereafter.; Changes in hematology/blood chemistry and urinalysis laboratory evaluations from baseline to Weeks 4, 8, 12, Months 6, 9, 12, every 6 months thereafter; Change in ECGs from baseline to Weeks 4, 8, 12, Months 6, 9, 12, every 6 months thereafter; Change in Unified Parkinson's Disease Rating Scale (UPDRS) part III scores from baseline to Weeks 4, 8, 12, Months 6, 9, 12, every 6 months thereafter; Incidence of AEs related to an exacerbation of the underlying movement disorder Parkinson's disease; Change in mAIMS (modified Abnormal Involuntary Movement Scale) total score from baseline to Weeks 1, 2, 4, 8, 12, Months 6, 9, 12, every 6 months thereafter.; Change in Revised Lang-Fahn Activities of Daily Living Dyskinesia Scale (LFADLDS) scores (patient and caregiver versions) from baseline to Weeks 4, 12, Months 6, 9, 12, every 6 months thereafter; Change in score for items 32, 33, and 34 of Part IV of the UPDRS from baseline to Weeks 4, 8, 12, Months 6, 9, 12, every 6 months thereafter; Change in Mini Mental State Exam (MMSE) score from baseline to Months 6, 12, every 6 months thereafter; Change in the Scales for outcomes in Parkinson's disease - Psychiatric Complications (SCOPA-PC) score from baseline to Weeks 4, 8, 12, Months 6, 9, 12, every 6 months thereafter; Proportion of patients who have suicidal ideation and behavior as mapped to Columbia Classification Algorithm for Suicide assessment (C-CASA) using data from Columbia-Suicide Severity Rating Scale (C-SSRS)",,2011,2020; Completed,,,,
,NCT00986414,P2,PD,260,12 w,"Change from baseline to endpoint in the modified AIMS (Abnormal Involuntary Movement Scale) total score; Disability due to dyskinesias as measured by change from baseline to endpoint in the PDYS-26 (26-Item Parkinson Disease Dyskinesia Scale) total score; Change from baseline on patient's dyskinesia, disability caused by the dyskinesia and the underlying symptoms of PD as assessed by a clinician-rated (CGIC) and a patient-rated (PGIC) global impression of change; Anti-dyskinetic efficacy as measured by items 32 and 33 of Part IV of the UPDRS (Unified Parkinson's Disease Rating Scale); Worsening of underlying symptoms of PD as measured by: UPDRS Part III; patient diary (dyskinesias); patient/clinician assessments of change in PD symptoms; AEs related to worsening of PD",,2009,2017; Completed,,,,
,NCT00888004,P2,PD,28,20 d,Number and severity of Dyskinesias and the safety and tolerability of administering AFQ056 in combination with L-dopa; Safety and tolerability of administration of AFQ056 in combination with L-dopa,,2009,2016; Completed,,,,
,NCT01019473,P2,HD,44,Day 1 to day 46,"Efficacy of AFQ056 on the severity of chorea in Huntington's disease measured by Unified Huntington's Disease Rating Scale (UHDRS) Maximal Chorea score.; Potential effect of AFQ056 on the motor, cognitive, behavioral and functional assessments using UHDRS.; Potential effect of AFQ056 on functional and quality of life scales, neuropsychiatric assessments and cognitive assessments in Huntington's Disease patients",,2009,2011; Terminated,,,,
,NCT00582673,P2,PD,31,throughout the study,Number and severity of Dyskinesias and the safety and tolerability of administering AFQ056 in combination with L-dopa,,2007,2010; Completed,,,,
Meditation,NCT03895346,N/A,MCI,22,6 m,Recruitment feasibility; Retention; Adherence to study protocol,,2019,"2020; Active, not recruiting",,,behav,
,NCT00558402,P2,AD,72,"Measured 0, 8, and 16 Weeks",EEG measuring reaction time; Caregiver stress (Revised Memory and Behavior Problems Checklist); 5-Facet Mindfulness Questionnaire; Perceived Self-Efficacy,,2007,2014; Completed,,,,
Blood draw,NCT03090932,,ALS,250,Every 28 d (+/- 5 d) for 12 total visits over 36 m,Total number of classical NK (natural killer) cells; total number of CD3+ CD4+ CD8+ cells; Cytokine expression,,2017,2020; Suspended,,,delete,biom
,NCT02089555,,"MCI, AD",135,one time only,CSF endothelial marker levels; CSF Alzheimer's biomarker levels; MRI evidence of small vessel disease; MRI evidence of brain atrophy,,2014,2016; Completed,,,,
Mindfulness,NCT03895346,N/A,MCI,22,6 m,Recruitment feasibility; Retention; Adherence to study protocol,,2019,"2020; Active, not recruiting",,,behav,
,NCT02705586,N/A,PD,13,Baseline to 12 w,Salivary Cortisol Levels (Pre- and Post-) Mindfulness-Based Stress Reduction Program,,2016,2019; Completed,,,,
,NCT03095989,N/A,ALS,100,Baseline (T1); 4-6 w after recruitment (T2); three m after recruitment (T3); six m after recruitment (T4),Quality of Life; Depression and anxiety; The patient's perception of physical impairment; Physician-assessed physical impairment; Vital capacity (VC); Cognitive and behavioral function; Caregiver burden (caregivers only); Mindfulness,,2017,2019; Completed,,,,
Cognitive evaluation,NCT04012411,N/A,HD,135,Inclusion,BDNF(csf) in HD subjects compared to age-matched control subjects (+/- 5 years); plasmatic BDNF in HD subjects vs controls; Correlation between BDNF in CSF and BDNF in plasma; Correlation between BDNF and disease parameters; Total Tau and NFL levels in plasma and CSF in HD subjects vs control subjects; TrkBcsf level in subjects with HD vs control subjects,,2019,2020; Recruiting,,,biom,
,NCT03478124,,PSP,112,1 year,BBS; MoCA; WCST; ST; TMT-A and B; VFT; ROCF copy and delayed recall; RAVLT; 6MWT; TUG; MMSE; FAB,,2018,2018; Completed,,,delete,
sham,NCT02621424,N/A,MCI,32,immediately following treatment and 4 m later,Changes in Animal Fluency After Treatment and 4 Months Later; Changes in BDNF Levels in Serum and/or CSF After Treatment and 4 Months Later; Changes in Boston Naming After Treatment:; Changes in Trail Making After Treatment and 4 Months Later; Changes From Baseline CVLT Scores After Treatment and 4 Months Later,,2015,"2020; Active, not recruiting",,,device,
,NCT02417415,N/A,MSA,21,1 hour and 2 hours of heat stress or when Tcore increases 1ºC,Systolic blood pressure; Hemodynamic measures,,2015,2020; Enrolling by invitation,,,,
,NCT02657681,P2,PD,50,"Baseline, one day and one week after the end of treatment","Change from baseline of the maximal dyskinesia severity within 90min after levodopa intake, as measured by objective evaluation with the Unified Dyskinesia Rating Scale (UDysRS) one day after the end of treatment.; Change from baseline of the maximal dyskinesia severity within 90min after levodopa intake, as measured by objective evaluation with the Unified Dyskinesia Rating Scale (UDysRS) one week after the end of treatment.; Dyskinesia severity evaluated for each body segment; Subjective evaluation of the treatment, as measured by the patient global impression of change (PGIC); Change from baseline in motor symptoms, as measured by the MDS-UDPRS III scale",,2016,2018; Completed,,,,
,NCT01825330,N/A,AD,131,12 w,Efficacy; Safety,,2013,2016; Completed,,,,
FluoroTau,NCT02656498,P2,"MCI, AD",135,50-70 minutes post-injection,Cross-sectional [18F]THK-5351 Imaging Results; Assess the rate of change of tau deposition as measured by [18F]THK-5351 uptake (SUVR) over time; Correlation between standard uptake value ratio (SUVR) of [18F]THK-5351 positron emission computed tomography and neuropsychiatric test scores; Correlation between standard uptake value ratio (SUVR) of [18F]THK-5351 positron emission computed tomography and indices of structural MRI; Correlation between standard uptake value ratio (SUVR) of [18F]THK-5351 positron emission computed tomography and indices of functional MRI; Correlation between standard uptake value ratios (SUVR) and distribution of [18F]THK-5351 positron emission computed tomography and amyloid positron emission computed tomography,,2016,2020; Completed,,,biom,
,NCT03112096,P1,AD,12,0-90 minutes post injection or 50-70 minutes post injection,Pharmacokinetics: Maximum Serum Concentration (Cmax) of [18F]THK-5351; Assess global and regional tau deposition as measured by standard uptake value ratio (SUVR) of [18F]THK-5351; Correlation between standard uptake value ratio (SUVR) and distribution volume of ratio(DVR) of [18F]THK-5351 positron emission computed tomography; Optimal scanning time for brain imaging using F-18 THK-5351.; Concentrations of metabolite in plasma of [18F]THK-5351; Number of participants with treatment related adverse events as a measure of safety,,2017,2020; Completed,,,,
,NCT03510572,Early P1,"AD, PD, FTDLD",20,60-90 minutes post injection,Cross-sectional [18F]PI-2620 Imaging Results; .Assess the rate of change of tau deposition as measured by [18F]PI-2620 uptake (SUVR) over time; Correlation between standard uptake value ratio (SUVR) of [18F]PI-2620 positron emission computed tomography and neuropsychiatric test scores; Correlation between standard uptake value ratio (SUVR) of [18F]PI-2620 positron emission computed tomography and indices of structural MRI,,2018,2020; Completed,,,,
,NCT03903211,P2,"AD, MCI",72,0-90 minutes post injection,Cross-sectional PI-2620 uptake measured by standard uptake value ratio (SUVR); Changes of PI-2620 uptake over time measured by standard uptake value ratios (SUVR); Correlation between standard uptake value ratio (SUVR) of [18F]PI-2620 positron emission computed tomography and neuropsychiatric test scores; Correlation between standard uptake value ratio (SUVR) of [18F]PI-2620 positron emission computed tomography and indices of structural MRI,,2019,2020; Recruiting,,,,
AB1010,NCT01872598,P3,AD,721,24 w,ADCS-ADL; ADAS-Cog; MMSE; CIBIC-plus,,2013,2020; Completed,,,drug,
,NCT03127267,P3,ALS,495,48 w,ALSFRS-R; ALSAQ-40; PFS; FVC; HHD,,2017,2020; Recruiting,,,,
,NCT02588677,P2/P3,ALS,394,"Time from the randomization date until death, asssesd over a maximum of 60 m",Change in Amyotrophic Lateral Sclerosis functional rating scale (ALSFRS)-Revised; Change of Forced Vital Capacity (FVC); Progression Free Survival; Overall Survival,,2015,2018; Completed,,,,
,NCT00976118,P2,AD,34,week 24,change from baseline in ADAS-Cog; change from baseline in CIBIC-plus; change from baseline in CDR; change from baseline in MMSE,,2009,2018; Completed,,,,
No treatment,NCT03583879,N/A,"PD, MCI",41,2x per week for 8 w,"Change in cognitive function; Change in mood; Change in UPDRS Mentation score; Change in UPDRS Motor score; Change in functional balance; Change in self-report balance confidence (of not falling); Change in gait speed; Change in dual-task gait cost index; Change in dual-task cognitive cost index; Change in six minute walk test score; Change in freezing of gait episodes; Change in physical function, pain, emotional well-being, and other indicators of health-related quality of life; Cumulative exercise dose",,2018,2020; Completed,,,device,
,NCT01400542,,AD,22,At 4 m,Impact of the CPAP treatment on cognitive functions; Rate of apnea/hypopnea events per hour (AHI/h); Impact of CPAP treatment on neuropsychological evaluation parameters; Impact of the CPAP treatment on Quality of Life,,2011,2016; Terminated,,,device,
,NCT01329484,N/A,AD,159,Baseline+6 m,"Cognitive function measured by Mindstreams (NeuroTrax Corp., NJ) computerized neuropsychological assessment instrument.",,2011,2011; Unknown status,,,device,
Roflumilast,NCT04658654,P2,MCI,81,Change from baseline to 24 w of chronic intake,Verbal Learning Test (VLT) (15 words); Alzheimer's disease Assessment Scale- Cognitive Sub-scale (ADAS-Cog scale); Mini Mental State Examination (MMSE); Pattern Separation Task; Trail-Making Test (TMT); Letter Digit Substitution Test (LDST); Hospital Anxiety and Depression Scale (HADS); Alzheimer's disease co-operative study activities of daily living (ADCS-ADL) scale; Neuropsychiatric Inventory (NPI); QoL-AD; EuroQol; Conversion to Alzheimer's disease (AD); Pharmacokinetic validation of roflumilast and its active metabolite roflumilast N-Oxide in plasma; Tau in tears,,2020,2020; Not yet recruiting,,,drug,
,NCT02051335,P1,AD,27,Day 1 up to Day 95,Percentage of Participants With Markedly Abnormal Criteria for Safety Electrocardiogram (ECG) Parameters at Least Once Post-Dose; Percentage of Participants With Markedly Abnormal Vital Sign Measurements at Least Once Post-dose; Percentage of Participants With Markedly Abnormal Safety Laboratory Tests; Percentage of Participants Who Experience at Least 1 Treatment Emergent Adverse Event (TEAE); Change From Baseline in the Spatial Working Memory (SWM) Total Number of Between Errors at the 10-Box Stage and the 12-Box Stage at All Time-points Assessed After Scopolamine Administration; Change From Baseline in the Rapid Visual Information Processing (RVP) Median Latency at All Time-points Assessed After Scopolamine Administration; Change From Baseline in the Rapid Visual Information Processing (RVP) A Prime Signal Detection at All Time-points Assessed After Scopolamine Administration; Change From Baseline in the Paired Associates Learning (PAL) Total Number of Errors Adjusted at All Time-points Assessed After Scopolamine Administration; Change From Baseline in the Verbal Recall Memory (VRM) Total Number of Correct Responses for Immediate and Delayed Recall at 2 and 4 Hours After Scopolamine Administration; Change From Baseline in the Verbal Recall Memory (VRM) Total Number of Correct Responses for Immediate Recall at 1 Hour After Scopolamine Administration; Change From Baseline in the Verbal Recall Memory (VRM) Total Number of Correct Responses for Delayed Recall at 1 Hour After Scopolamine Administration,,2014,2017; Completed,,,,
